나 정말 된 거야?그래 인마. 사장이 되게 맘에 들어 하네. 근데 진짜 당장 일할 수 있어? ,좋은 친구를 두셨네요.
웃기지 말라 그래. 야! 그렇게 따지면 대한민국 천지에 맨 대학생이게?공부를 다 열심히 하는 건 아니잖아,빌려 보세요.
어.와. 점심 먹자. ,같길 바라야죠.
이 꼴로 가서 어쩌려고!학교도 땡땡이 치고 딴 짓거리 하다 달려온 손주 놈 보면 할머님이 참 좋아하시겠다.,전하지 못해 아쉽겠네요.
니가 알면 괜히 난리 친다고 짐부터 다 옮겨놓고 고시원에 들어갈 생각이시란다.할머니…,눈을 깜빡거려 보세요.
반 옮기려구요.엉?,여유가 생기길 바랍니다.
두 번째요?나중에 말씀드릴게요. 이래봬도 제가 확실한 두 번째 덫을 설치해 놨거든요.,당당하게 지내세요.
꼭 갚을 거야.당연한 거 아니니.,비싸요.
뭐야!우리 애 수업료요. 돈으로 드리면 역정만 내시니 원.,좋은 걸 수도 있어요.
제 목숨 줄이었으니까요. 이걸 풀고 풀고 또 풀면서 비로소 사람 구실이란 걸 하게 됐으니까요.흥. 이 따위 고물 책 간직하고 있었다고 내가 감동할 줄 알아?,마음의 문을 열었나봐요.
아무래도 이거 시간을 벌기 위한 수작 같습니다.네?,추억은 미화되기 마련이에요. 속박에서 벗어나세요.
흐흐. 수학이니깐. 공부라고 생각해서다. 수학이란 게임이다!,누군가를 기다린다는게 쉬운게 아니죠.
저도 생각하고 있었습니다. 오늘부터 시작할까요.음. 빠를수록 좋지.,월급을 올려달라고 당당하게 말씀해보세요.
어떻게 감히 선생님들의 능력을 시험으로 평가할 수 있느냐 이겁니까.네.,여행 다녀와 보세요.
네. 다행히 다음 시간엔 수업이 없어서요.다행히 특별반 수업을 참관하실 수 있겠군요.,나쁜 마음을 먹으면 나에게도 해로워요.
당연한 거 아닙니까.제가 특별반 부담임이니까요?,호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.
선생님이럴 줄 알았어.,오래된 건 오래된 대로 매력이 있죠.
뭐가요.배달 안 시키면 10프로 디스카운트 해 준다고 덥석 그러겠다고 해요?,선의의 거짓말이길 바라요.
응.그 선생님께서 여러 모로 신경 써 주시는 구나. 아까 낮에는 웬 변호사가 찾아 왔잖니. 그 선생님 소개라면서.,맛나게 드세요.
그렇게 됐다.오디션 얼마 안 남았는데 빠지면 어떡해.,시간을 정해보세요.
예. 뭐하십니까.이사장님한테 업무 인계할 거 정리하고 있어요. 쯧. 잘 할 수 있을래나 모르겠네.,사람마다 다르겠지만 사귀고 난 후가 좋겠어요.
잠이 안 와서. 잠자리가 바뀌어서 그런가봐. 걱정 있어?,잘 지내길 바라요.
이놈 기집애 외박한 거야?책상에 가정통신문 있어. 봐.,남자도 좋은것만은 아니예요.
아까보단 많이 나아졌는데이거 갖곤 안 돼! 100점! 만점이 아니면 소용없어! 왜 자꾸 실수를 반복하냐 말이다! 왜!,프로포즈해보세요.
아시잖아요. 제가 어떻게 열흘 만에 80점을 넘어요왜 못 넘지.,없다가 있어서 그런가봐요.
예?제~일 못하는 과목이 수학이예요. 52점이 최고점인 거 아시잖아요.,맥주병 같은 걸로 살살 문질러 주세요
오늘 식단 별로라서.어! 어떡하지? 구린 거 싸가지고 왔는데?,술 취해서 다시 연락하지 않는게 좋아요.
선생님이 계시어서 충분히 가능할 거라고 생각했습니다.걔고 애들이고 상태가 어지간해야 말이지!,더 많이 믿어주세요.
종쳤는데요 .선생님! 종쳤니가 지금 쉬는 시간 챙겨가며 공부할 때냐! 비상사탠 거 모르냐 이놈아!,술 먹고 전화하는건 실례일 수 있어요.
부탁인데요 앞으론 멋대로 내기 걸지 마요. 우리 변호사님 내기도박판에서 널이나 뛰는 화투 패 아니거든요.화투 패.  다른 애들은 아니라고 치자. 넌 입장이 다르지 않니.,시간이 좀 걸리겠지만 해낼 수 있어요.
또 직무유기니 그런 말 할려 그러죠. 나는 새벽밥도 했는데 너무한 거 아니냐.지금 뭐 만드는 겁니까.,벗어날 수 있을 거예요.
음~ 맛있다!이러니까 유치원 때 생각나네? 우리 같은 반이었잖아. ,그분이 너무했네요.
자네도 알잖나.그럼 역시,세다고 너무 많이 드시면 안돼요.
난 고등학교 재건과 관련한 모든 업무를 위임 받았습니다. 재고용 시험도 그 업무 중 하나라는 거 말씀드렸구요.그럼 선생님들한테 앞으로 계획에 대해서도 말씀해 주셔야죠. 이러고 그냥 나오면 선생님들이 얼마나 혼란스러우시겠어요!,별거 아니라고 속으로 외쳐보세요.
하 저도 변호사가 선생님들을 진짜로 싹 다 짜를 줄은말도 안 되죠 이건! 선생님들 저렇게 집단행동 하고 학교 시끄러워지면 조사다 취재다 들어올 거고 그러면 아 끔찍해. 아아 끔찍해. 소식 없어요? 우리 학교 인수한다는 거요.,알면 제가 하죠.
어차피 겪어야할 진통입니다.어차피 겪어야 할 진통이란 없어. 피할 수 있으면 피해야지.그런 걸 지혜라고 하지. 아직 설익었어. ,어떤 말도 위로가 되지 않겠지만 힘내세요.
아이들 영어수업이 어떤지 관찰하려구요. 오늘 저녁에 영어 보충이시죠.네. 쯧. 합숙 끝난 날인데 애들 그냥 쉬라 그러고 내일부터 해도 될 텐데,봄은 항상 두근거려요.
에?오늘 같은 날이 선생님이 가장 앞장서서 흥분할 만한 날 아닌가요. ,그래서 배우는 게 즐겁죠.
우리 손주 합숙 끝난 날이잖어. 에이그 고생 많았지?이걸 언제 다 준비했어. 하루 종일 일하고 오셨을 텐데.,까아 축하해요
죄송합니다. 안 만나주셔서요.지난번에 분명히 말 한 걸로 아는 데요. 나 아무데나 강의 나가는 사람 아니예요. 여기 왜 아무나 들여보내고 그래!,슬프네요.
기가 막혀서.메모리 줘봐.,스스로 많이 다독여주세요.
이거 뭐야?어머! 넌다는 걸,로맨틱하네요.
아으으정신들 차려! 정신!,연락해 보는게 좋겠어요.
그래요?특별반 생기고 수학이랑 영어는 수업을 했는데요 국어는 계속 자습으로 대체했었거든요. 다음 모의고사 진도 맞추시려면 보충을 좀 하셔야할 거예요.,직접적이든 간접적이든 의사를 확실히 밝혀보세요.
내가 왜 기분이 상했을 거라고 생각해요?까였으니까요.,사랑하면 예뻐지는 호르몬이 나온대요.
하 애들 수업 관찰한 게 아니라 나를 보려던 거였어요?애들 수업도 볼 겸해서였습니다.,일기를 써보세요.
하아아…물론 선생님도 유능한 입시 교사가 될 자질이 충분합니다. 하지만 선생님이 알을 깨고 나오길 기다려 주기엔 애들에게 주어진 시간이 부족합니다.,아직 힘들시기에요.
저게 선생의 노하웁니다.말도 안 돼. 문화센터 교양영어도 아니고 저런 식으로 해서 낼모레 수능인 애들 성적을 어떻게 끌어올리겠단 거예요?,맛있게 드세요.
그럼 어떤 사람한테 맡겨야 합니까.올바른 지도법으로 가르치는 사람이요. 겉보기엔 고지식해 보일지 몰라두요 교육엔 교사로서 가야 할 정도가 있다고 생각해요.,지칠만 해요.
아 특별반은 제가 맡고 싶은데요? 예?,좋은 곳인가봐요.
아 참. 혼자 가서 불러.혼자 무슨 재미로. ,다른 역을 향해 떠나요.
당장 못 치워! 돈이나 밝히는 속물!참아주시면 안 되겠습니까.,냉장고 파먹기 해보세요.
으 이쁘다.맘에 들어?,술은 끊는게 좋죠.
요즘에 이쁜 애들 좀 많아? 일류대 스펙은 돼야 연예인이 돼두 시선을 끌지?아아,그래도 구박하지는 마세요.
네. 학년 제한 있다곤 안 하셨잖아요. 그랬죠. ,갑작스러워서 당황하셨겠어요.
뭐래요?그룹에서 우리 학교를 유력한 후보로 선정하고 심사에 착수했다는데요?,그럴 수 있어요.
음 뭐 변호사라 여기저기 인맥도 있을 테고 쯧 자기도 귀는 뚫려 있을 테니 큼.이제 아주 확 까놓고 해 보자는 건데 변호사 혹시 뒤가 엄청난 인간 아니예요? 재벌 2세 뭐 그런 건가?,회사 근처로 이사를 가보세요.
네.어떻습니까. ,건강을 위해 조금씩 드세요.
누구야말로 경로당에 계셔야할 분이뭐야?!! 이놈의 자식. 이놈의 자식.,같은 고민을 안고 살아가는 사람들.
왜?여기 변호사 사무실이었는데?,노후는 지금부터 준비하는 게 좋죠.
니가 기억 못하는 건 아니고?그래도 다행이야. 전엔 엄마때문에 속상할 때 그냥 비관하는 걸로 끝이었는데 이젠 희망이 좀 생겼거든.,혼자 많이 힘들어하지 마세요.
하 그렇게 비아냥대면 좋아? 진심도 아니면서?왜 진심이 아니라고 생각해? ,좋은 사람 만나보세요.
인제 막 들어오냐?할머니 오늘 밤 타임이시지? 내가 할머니 근무 시간표 쫙 꿰고 있잖아~,저는 배터리가 밥이예요.
꺅!! 할머니 말만한 처녀가 어디 오밤중에 장정을 찾아와! 느이 집서 뭐라 안 하냐?,제가 있잖아요.
상관없습니다. 저를 믿으세요?,사람 마다 달라요.
뭘요. 이기지도 않았는데. 근데 좀 불쾌하네요.응?,성공하길 바랍니다.
네. 지들이 이기게 되도 나더러 떠나달라구요.아…,올려달라고 말해보세요.
못 봤는데..으잉? 에이이잉. 기어이. 기어이 일을 저질렀어!영어 선생님이 사직서를 써놓고 가 버렸어요.,든든하게 드세요.
왜 못합니까. 이사장님도 선생님이시잖습니까. 그래두 모양 빠지게 ,사람에 따라 다르지 않을까요.
나 도와준 거 사무실 뺀 돈이었어? 그렇게까지 해서 내 존심에 똥칠하고 싶었어? 니가 잘난 척 해봤자 내 인질이다?너 같은 게 똥칠할 자존심이나 있니.,운명같네요.
옛날 얘기 알지? 제자가 잘못하니까 스승이 자기 종아리 치는 스토리. 난 그건 못 하겠구 이걸루 때울란다. 미안해. 그렇게 도망가는 거 아니었는데. 한번 기가 팍 죽으니까 못 버티겠더라.아니에요!,괜찮을 거예요.
선생님도 따라해요? 일단 협박하고 보자예요?어디 나를 거기다 쯧. 실력도 없고 애들 다룰 줄도 모르는 게 선생은 해서 뭐 하냐. 누굴 가르쳐.,다른 사람들이 별로라고 말하는 이유를 생각해보세요.
수학 선생님 왜 안 오십니까.하 제가 어떻게 알아요?,마음이라도 청춘이어야죠.
 네.부담임 복귀 첫 미션입니다. 수학 선생님 모셔 오세요.,할 일이 많은데 안하는 것이요.
이사장님보이지.,익숨함이 만든 거짓된 사랑.
네.국어는 참 재미없어. 그죠?,그 사람에게 잘해주세요.
쩝. 그니까 선생님두 괜히 역정 내고 그러지 마세요 네? 애들 영어에 흥미 붙이기 시작했거든요. 내가 괜히 그러나? 자꾸 허튼 짓을 하는 걸!,주변에 잘 하는 사람한테 배워보세요.
그런데요?애들한테 어떻게 이런 걸 읽힐 수가 있어요?,안된다고 하면 거짓말이겠지요.
이사장님?변호사 뭐 또 사고 쳤어요?,술 기운이 그렇죠.
퇴근하세요?큼. 우리 아가들 또 맘 흔들리겠네?,얼마 되지 않았네요.
아이구 선생님가신 줄 알았는데. 왜 청소를 하고 계세요.,좋은 이별은 없어요.
사무실 왜 뺐어요. 왜 일루 왔어요. 말 해 줘요!그게 그렇게 중요하니. 내가 사무실을 팔았든 안 팔았든 네가 진절머리 나게 싫어하는 나란 놈 신세를 졌다는 사실이 없어질 거 같니?,직접적이든 간접적이든 의사를 확실히 밝혀보세요.
내가 약속 안 지키는 거 봤니.정말 꿇을 수 있어?,사랑을 가늠하지 말아요.
으…내가 잠깐 맛이 갔었나봐.,잘해야 한다는 부담감을 버리세요.
응…난 그냥 니가 변호사 신경 쓰지 말구 열심히 하면 좋겠어. 할 수 있는 데까진. ,확실한 거리두기.
이게 괜찮아 보이냐?미안하다.,짝사랑 때문에 하는 감정 소모는 사람을 힘들게 해요.
내가 전에 신상 예약해 놓은 게 있거든. 오늘 안 가면 또 팔린대서.뭐어?,언젠간 선택을 해야 하는 시기가 올 거예요.
왜 나를너를 내 첫 번째 친구로 임명할 거니까?,그런데 다시 실망하게 되었봅니다.
누구 오시면.걱정 마. 100년이 지나도 아무도 안 오니까. ,이런 날 더욱 적적하지요.
응급실에서 괜찮다고 했잖아. 금방 나을 거야.고마워. ,잘 이겨내고 있네요.
그런 말 없었잖아요.지금 하고 있잖니.,눈치가 빠르시군요.
응?저기 너 서방 좋아해?,세상의 무엇보다 건강이 제일 중요해요.
아닌데요.솔직히 너 내가 사무실 왜 팔았는지 보단 나 무릎 꿇릴게 더 기대되지. 그래서 미친 듯이 열공하는 거지.,지금도 충분해요.
잠이 안 와. 피곤해서 그래.,딱 들어맞나봅니다.
우리 엄마 가게 하시잖아. 어릴 때부터 맨날 이런 노래 들으면서 잤거든. 잘 때 들으면 맘이 편해져.자장가?,단점들을 많이 봤나봐요.
홈페이지 사진은 내리도록 조처했습니다.그럼 뭐하냐구요! 벌써 이렇게 다 퍼져 나갔는데! 아우 창피해! 아우우 창피해!,자제하는게 당신을 위해 좋을거라 생각해요.
네?여자의 힐 높이는 외로움에 비례한다죠?,오랫동안 답장이 없다면 그게 맞는 것 같네요.
아버님이 증언해 주신대요?변호사를 쫓아내는 일이라면 기꺼이 동참하시겠다구요. 하하. ,쉽게 준비하는방법이 있는지 검색해서 준비해 보세요.
아 제주도에 국제 에어로빅 세미나가 있어서..이게 뭡니까. 내 허락도 없이 누가 이런 짓 하라고 했습니까! ,인연이 거기까지인가봐요.
되게 클린한 척 하시네.뭐요?,왔다갔다 밀당해보세요.
열심히 했는데..너 열심히 안 했다.,시간 활용에 따라 다르겠죠.
이사회 소집 요청섭니다.제가 저번에 말씀드렸을 텐데요?,노래가 당신의 이야기랑 비슷한가봐요.
영어 선생님이 이사회 당일 제출한답니다.영어 선생님이요? 하 아군이야 적군이야?,바늘 구멍이니까요.
왜?변호사가 애들한테 심하게 한 거 이사회 날 나와서 증언 해달라구. ,심경의 변화가 있었을지도 모르겠네요.
자꾸 잠이 와 아빠자!,운동으로 땀을 내보세요. 한결 몸이 가벼워질거예요.
응? 그 노래 할머니 기분 좋으실 때 부르는 노래잖어.,아니었나봅니다.
오늘은 손님도 없고 조용한데 왜혼자 하니까 졸려서. ,그렇게 잊어가는 건가봐요.
횡경막은 상승! 어 그니까 이완하고 흉강의 부피는?,너무 힘드시겠어요.
상은 무슨!그럼 그냥 자야지.,요즘 바쁜가봐요.
깨가 쏟아지셔.얜 이래야 공부해.,충분한 고민 끝의 결정이었을거라 믿어요.
상 지금 주고 있잖아.어?,전여자친구 생각하지 마세요.
어? 어 내일이네?,소문은 소문일 뿐이에요.
으아이럴 땐 침착하게 첫 문장과 끝 문장으로 간을 보십쇼. 그리고 나서 첫 단락과 끝 단락을 재빨리 훑으면. 글의 핵심을 찾을 수도?  있습니다.,즐거운 날이 되겠네요.
가요. 열 낼 기운 없으니까. 나 못 꿇린 게 그렇게 원통하니. 아니면 큰소리 쳐놓고 망신당한 게 창피해서 그러니.,그럴 수 있어요.
됐다.아 선생님!,다른 사람 말은 한 귀로 흘리세요.
 예?오늘 변호사님 잘릴뻔 한 거 내가 막아줬잖아요. ,그럴 시기에요.
네. 모처럼 일찍 끝난 김에 목욕이나 가려구요.그 꽃 달고 갈 겁니까.,어떤 이별이든 후폭풍이 있겠죠.
어? 아니얼굴 빨간데.,일요일이 기다려지겠네요.
이리 앉어.뭘 이렇게 많이 시키셨어. 할머니 오늘 월급날 아닌데?,짧지는 않은 시간 동안의 연애였는데 마음이 아프네요.
응?아이구. 말하지 말랬는데.,절대 그렇지 않아요.
할머니한테 전화 왜 했어요.똥폼 잡기 좋아하는 네가 어제 제대로 뭉개진 날이었잖니. 그 기쁨을 할머님과 함께 하고 싶어서.,금방 한달이 될 거라 믿어요.
네. 그럼 혼자 삽니까.,그럼요.
내가 뭘?나한테 화난 거 있어? 내가 뭐 잘못했어?,주기적으로 해주면 좋대요.
네 그래서알았어. 변호사님한텐 내가 잘 말해줄 자신은 없고 대신 혼나줄게.,마음이 따뜻할 것 같아요.
퇴근?잠깐 외출하고 오겠습니다.,차별이 가장 안 좋은 건데 슬프네요.
왜?빨리 오셨네요?,노력하는 모습이 좋아 보여요.
죄송해요그 옷 찢기만 해?!!,좋아하면 오래 만날 수 있어요.
연락했죠! 뭐가 그렇게 재밌는지 암만 전화해도 안 받고 학생이 위험한 거 같고 어떡해요 그럼!경찰에 연락을 했어야죠!,속아주는 것도 사랑이죠.
넌.괜찮아.,멋져 보여요!
고맙습니다 선생님.뭘…,상상은 해도 상관 없어요.
.. 어?오늘 모의고사잖아. 시험 봐야지.,노력하면 가능할 거예요.
아니? 아프니까 좋다. 니가 업어주고. 니가 업어주는 상상 맨날 했었는데…가는 동안 좀 자.,막말은 진짜 아니네요.
애들 시험 잘 보고 있어요? 이래갖고 되겠어?이사장님 지금.. 우리 걱정해 주시는 거죠.,귀엽겠네요.
네아직도 피나요?,이유가 있을 거예요.
그렇지! 부분 속에 전체가 있는 프랙탈 구조!이런 건 뭐라 그랬어!,서로 예의를 지키면서 진심으로 아껴주세요.
우리 목표 점수 안 되면 특별반 깨진단 거요? 왜요. 또 원성 들을 거 생각하니까 겁나요?너도 그렇고 시험들 못 봐서 기분 나쁠 거 아니냐. 괜한 말로 기름 붓고 싶지 않다.,제가 있잖아요.
저기 이제 혼자 갈 수 있는데 고맙습니다.어 아우 배야. 선생님이 니네 집 화장실 좀 써도 될까?,시간 있냐고 물어보세요.
같이 뛰어본 적이 없으니까그럼! 이제부터 뛰면 되잖아 같이! 손 꽉 붙잡고! 뭐가 문제야?!!,헤어 디자이너에게 여쭤보세요.
아파? 침을 맞을 걸 그랬나 괜찮아요.,필요하다면요.
으… 수첩에 표시를 해 놓으면 뭐 하나. 맨날 지난담에 보고. 대신에 미역국 진하게 끓였으니까 봐주라. 응?고맙습니다.,안 사면 그만큼 모으시는거예요.
이사장님의 사랑 받지 않겠습니다. 약속은 지켜야합니다. 특별반 해체하십쇼. 약속을 지키기 위해선가요? 아님 날 좋아하지 않아서인가요?,자신으로 향하지 않길 바랄게요.
안 된다고 몇 번을 말해야 알아들어요? 특별반 다시 생기는 거 절대 용납 못 해요!변호사님를 다시 부르겠다는 게 아니예요. 그냥 전에 멤버들끼리 모여서 공부하겠다는 거에요!,한동안은 힘들지도 몰라요.
허면. 재단인수 문제는 어찌될 거 같나.제가 생각했던 대로 흘러 갈 겁니다.,최신 영화가 좋을 것 같아요.
네에한참 있으면 냄새 안 느껴져요. 흐흐.,직접 하면 더 애착이 갈 거 같아요.
깜짝야. 큼. 기말고사 끝나는 대로 체육부실도 폐쇄니까 그렇게 알아요! 이사장님 왜 이렇게 심통이세요? 원래 이런 분 아니었잖아요!,그러게요. 비가 추적추적 내리네요.
예?저번에 특별반 깨졌을 때요. 변호사님이랑 선생님들이랑 다 짜고 우리한테 연락 싹 끊은 거였잖아요.,금방 지나갈지도 몰라요.
이런 데 온단 말 없었잖아요.내가 언제 예고하고 행동하디.,찔러본 건가봐요.
이게 아직도 있었네?  근데 저는 공부 안 해요?오늘과 내일은 아무 공부도 하지 마라. 자고 싶으면 마음껏 자도 좋다.,당신의 운을 믿어보세요.
뭐 해요?언어 참고서 찾느라구요.,잊지마세요.
그런 애? 그런 애가 뭐? 부모님이 각각 재혼해서 나 몰라라 사신 다는 거? 중학생 때 껌 좀 씹고 침 좀 뱉었다는 거? 3년 내내 공들였던 녀석이 딴 여자애를 좋아한다는 거?히잉…,먼저 연락해서 대화를 이어나가는 게 수월해요.
너 계속 그 방에 있었어?아니. 좀 전에 옮겨줬어. 나 있던 방에 냉방이 안 돼서. 아!,천국과 지옥이네요.
으아….왜요,아이쿠.
아우 더워.예?,고민 하고 있으면 썸의 가능성이 높겠네요.
뭘. 할머니 이리 누워보셔. 그동안 다리 아팠지 나 집에 없어서. 내가 매일 주물러드려야 하는데.이이.. 밤엔 조금 허전하드라.,쉽지 않을 결정이었을텐데 맘고생 많았어요.
엄마 닮아 그렇지.치. 알긴 알어?,볼 수가 없군요.
아닙니다. 선생님!너! 학교에서도 쫓겨났다면서? 촌지 받은 돈으로 땅 사서 빌딩 지었다면서!,편안하고 익숙해져서 그런 것 같네요.
앉아봐. 아침 안 먹었지.이걸 이렇게 가져왔어?,사람을 잊는다는 건 쉬운 일이 아니니까요.
선생님을 참 많이 닮은 아이들이군요.네?,그걸 깨닫다니 대단하시군요.
모의고사가 코앞입니다. 저건 안 됩니다.며칠 저런다고 애들 성적 안 떨어져요. ,저랑 놀아요.
선생님!엥? 뭐 하시는 거예요?,각자의 프라이버시니까 이해해주세요.
고기 먹고 싶니?아뇨?,맛나게 끓여드세요.
녀석. 성질 급한 건 여전하구나.예?,입장을 확실히 하는 편이 좋겠네요.
아저씨 아저씨!으윽!!,잘 찾아보세요.
그러게 말입니다. 저도 모르겠군요.에? 아니 그런 말씀도 할 줄 아세요? 교사로서 그런 나약한 생각을 가져서 되겠습니까! 이런 대사가 아니구?,다시 무지갯빛이 될 거예요.
어제 일 땜에 그런가 봐요.음… 아니야 그전부터 그랬어. 나를 거절한 그 순간부터… 흔들리는 거지. 자기 딴엔.,하루 하루를 헤아리는 건 자신을 더 힘들게 만들 뿐이에요.
그럼 애를 복도에 혼자 놔둬요? 선생님 이러신다고그 애 나아지지 않습니다. 스스로 깨우쳐야죠!,헤어진 거 같나요.
응  배속에 쇳덩어리가 한보따리 있는 거 같아..스트레스때문에 그런가보다.,그런 걱정은 안 하셔도 되어요.
저녁 잘못 먹어서 두드러기 난 거거든요?아토피 피부염엔 무엇보다 마음의 안정이 중요하다. 스트레스 요인을 정신력으로 떨쳐버려야 한다.,요즘 바쁜가봐요.
수능 앞두고 안 불안하면 사람이 아니지.선생님 뭐 좋은 명상법 같은 거 없을까요?,인생은 타이밍이에요.
이거 아직도 다 못 풀었니. 한심한 놈들. 모두… 정신들 차리고 일어나! 으아아! 아저씨,후회해도 달라지는 건 없어요.
눈!!헉!,사람 고쳐쓰는 거 아니에요.
네 오늘은 제 방에서 자는 게 마음이 편할 거 같아서요. 그래 그럼. 내일 아침은. 같이 먹을까?,건강한 식단이네요.
우리손주…어,멍 때리기
아뇨. 할머니 친구분 중에 떡장수 하시는 분이 계신데 도와드린다구요. 그분이 자주 편찮으시거든요.그래? 씻고 오마.,인연이 거기까지인가봐요.
준비 다 됐어?네.,그래도 좋아하는 동안 행복하길 바라요.
이사장님!여기서 뭐 해?,훔쳐보는 거 티나나봐요.
조금…약 타다 줄까?,단수가 되었는지 문의해 보세요.
싫은데?응? 응?,적당히 드세요.
따뜻하다. 핫팩 갖고 왔었어?구했어.,중간 중간에 눈을 쉬어주세요.
우리 반 애들 시험 잘 보고 있을까? 나 떨려 죽겠어.이사장님 애들한테 그새 정 많이 드셨나 보다.,내일은 오늘보다 나을 거예요.
왜 갑자기..할머님께서 평소 속 쓰림이 심했던 것으로 미루어 위궤양에 의한 천공으로 생각됩니다.,다 알 수는 없어요.
흐음…왜요?,현실적인 문제가 중요할 때가 있죠.
내가 보기에도 딱 맞을 거는 같은데 점수가 그러니까요 에휴,인연이 거기까지였나봐요.
네가 두고두고 행복한 마음으로 할 수 있는 일이 뭘지 생각해봐.어릴 때부터 생각한 게 있었긴 한데 실현 불가능할 거라고 생각했었어요.,부담스러운지 좋은지 생각해보세요.
뭐하십니까?뭐 좀 생각할 게 있어서요.,비교하면 끝도 없어요.
애들 결과 나왔어요?이사장님 반 애들은요?,꿈에 대한 계획을 구체적으로 말씀드려보세요.
괜찮아?그러엄. 얍! 끄떡없지?,회사에서 꼼수를 쓰는 건 아닌지 확인해보세요.
한의사?어 아셨어요?,무슨 생각인지 알 길이 없나봐요.
나 도와준 대가로 그 대학 가라고 한 거요? 후너 뭔가 잘못 기억하고 있는 것 같은데.,감성적이게 만들죠.
왜요?친구분 누가 집들이하신다고 거기서 주무시고 오실 모양이야,그래도 취미 생활이 있어야 사는 재미가 있죠.
왜 또 오셨습니까.흐흐. 일할 게 있어서요.,내 집 마련 축하드려요.
기억하냐?이거 갖다 버리신 거 아니셨어요?,연애 내내 불타오를 수는 없어요.
예.진짜 처음부터 끝까지 자기 멋대로시네요. 이렇게 갑자기 휙 가버려요? 우린 어떡하라구요? 우리 학굔 어떡하라구요!,그런 친구는 거르세요.
저기요! 학생? 아니 고객님?뭐.. 뭐야 너. 오지마 가까이 오지마!,대화를 많이 해서 바로 바로 풀어요.
여긴 학교가 아니야. 지옥이야.이봐요. 진짜 지옥은 밖에 있거든요? 입시 지옥이라구 들어는 봤나?,나중에 도움이 될 거예요.
진화?! 이게 지금 진화되고있는 겁니까? 기자들 입에서 어떻게 감히! 어떻게 감히 우리 애 이름이 나오게 만들어요?면목 없습니다.,서로가 서로에게 그랬던 거죠.
네네. 저희들이 목에 줄을 매서라도 기필코!부탁드리겠습니다.,다시 일어나면 돼요.
그래도 싫어. 엄마 나 진짜 싫어.남들은 돈 있고 공부 잘해도 못 들어가 안달인데 왜 싫어?,나를 관찰하고 음식 자체에 집중하세요.
오호- 완전 신상인데?죽이지? 상점에 딱 두 장 들어온 건데. 하난 여기 있구 또 하난 누가 샀는지 아냐?,시간 있냐고 물어보세요.
응. 생긴 건 또 얼마나 이쁜데. 난 무슨 인형인 줄 알았다니까.어쨌든 다행이다. 빨리 친구가 생겨서. 난 또 니가 왕따 당하면 어쩌나 걱정했잖아,사람마다 집착하는 게 다르니 인정해주세요.
그래 할 말 있다. 것두 아-주 많거든?뭐?!,친구가 되긴 힘들죠.
벌 받는 중이었거든벌? 뭘 얼마나 잘못했길래?,빠질까봐 걱정된다고 말해보세요.
죄송? 죄송하다는 말루 다 되면 세상에 법은 왜 있구 경찰은 왜 있겠니?전 정말 실수로. 구두는 당장 똑같은 걸로 사드릴게요.,가면 저도 데려가세요.
실망시켜 다행이네.주제파악 못하고 오지랖 넓은 게 니 컨셉이냐? 남 일에 나서긴 왜나서?,많이 지쳤나봐요.
정의소녀 어쩌구 구박한 게 누군데?그렇다고 그렇게 냉큼 사골치니?,전공에 관심이 많은가봐요.
아함-옴마야!누누구세요?,이제 좀 괜찮아졌길 바랍니다.
필요 없어.다음에 돌려드릴게요,제가 상사예요.
내가 원가 빤히 아는데 건 너무 한다 아저씨속성은 쫌 비싸 원래. 그리구 옷 꼴 좀 봐봐. 것도 교복이라 내가 많이 깎아 준거야.,내가 있는 곳 그 자리에서 만족하는 것이 중요해요.
얘가 얘가 남들은 다이어트 한다 목숨도 거는 판에 이게 무슨 짓이야 대체?엄만 내가 그렇게 하찮은 데다 목숨을 걸어야겠어?,사랑의 예의가 없네요.
응. 별일은 없었어.그게 별일이 아냐? 이뻐서 참아줄라 그랬더니 진짜 나쁜 놈들이네? 끼리끼리 논다구 그런 놈들이 넷이나 붙어 다닌다 이거지?,좋은 사람과 함께 가세요.
그 자식들한테 덤빈 건 니가 아니라 나잖아.넌 정말 대단해. 어떻게 그런 용기가 나는지.,스스로 깨달을 수 있게 해주세요.
어쩌긴 뭘. 지렁이두 밟으면 꿈틀한다는 걸 알았으니까 당분간은 안 건드리겠지되게 처절하게 들리는 거 알어?,작은 표현에 감동받았다고 해봐요.
네. 그런데.누구-잠시 저희랑 같이 좀 가주시겠습니까.,카페 데이트 좋죠.
네?도련님께서 여자 분을 데려오신 건,연락할 생각 하지마세요.
우리 집에 내가 있는게 뭐 이상하냐?우리 집?! ..그럼 여기가 니네 집이란 말야?,중요한 건 노력하는 과정이에요.
앗!뭐해! 당장 갖다버리란 말 안들려?!,어머어머 궁금하네요.
뭐?찔찔짜는 거 하지 말라구. 안 어울려.,고민하고 있으면 그럴 거예요.
넌 대체 여기 왜 있는 거야? 지금쯤 북유럽인지 피요르든지 갔어야 하는 거 아냐?뭐 한두번 가본데도 아니구 식상해서 말이지. 좀 참신한델 찾아보라고 했더니 누가 여길 추천하더라구? 근데 완전 우연이네? 너두 여기 있는 줄은 진짜 몰랐다 야,잘자요.
왜 또?솔직히 이런데서 나 만나니까 무지 반갑지? 말해봐. 비린내 나는 깡촌에서 무지 심심했지?,아니에요. 너무 자책하지 마세요.
